,Job Title,Salary Estimate,Rating,Company Name,Location,State,Headquarters,Size,Founded,Industry,Sector,Revenue
359,Data Analyst - Cardiac Cath Lab,$77K-$132K (Glassdoor est.),2.1,"Barnabas Health
2.1","West Orange, NJ",NJ,"Gibsonia, PA",501 to 1000 employees,-1,-1,-1,$5 to $10 million (USD)
360,Senior Data Business Analyst,$77K-$132K (Glassdoor est.),2.8,"Aegis Media
2.8","New York, NY",NY,"London, United Kingdom",1001 to 5000 employees,1978,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
361,Business Analyst/Data Analyst - Capital Markets Data,$77K-$132K (Glassdoor est.),3,"RMS Computer Corporation
3.0","Jersey City, NJ",NJ,"New York, NY",201 to 500 employees,1985,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
362,"Firmwide Reference Data Operations, Pricing Operations, Analyst",$77K-$132K (Glassdoor est.),3.9,"J.P. Morgan
3.9","Newark, NJ",NJ,"New York, NY",10000+ employees,1799,Investment Banking & Asset Management,Finance,$10+ billion (USD)
363,Senior Healthcare Data Analyst,$77K-$132K (Glassdoor est.),4.5,"RAMPS International Inc
4.5","New York, NY",NY,"Edison, NJ",51 to 200 employees,-1,Consulting,Business Services,$5 to $10 million (USD)
364,"Data Analyst, Quality & Patient Safety",$77K-$132K (Glassdoor est.),-1,Episcopal Health Services Inc.,"Far Rockaway, NY",NY,-1,-1,-1,-1,-1,-1
365,Senior Data Analyst - FHC - Family Support Center,$77K-$132K (Glassdoor est.),4,"NYU Langone Health
4.0","New York, NY",NY,"New York, NY",10000+ employees,1841,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
366,QA Data Analyst,$77K-$132K (Glassdoor est.),5,"Professional Resource Group
5.0","Lake Success, NY",NY,"Spring, TX",1 to 50 employees,-1,Advertising & Marketing,Business Services,Less than $1 million (USD)
367,Sr Data Analyst for Customer Based Management,$77K-$132K (Glassdoor est.),3,"Altice USA
3.0","Long Island City, NY",NY,"Queens Village, NY",10000+ employees,-1,-1,-1,Unknown / Non-Applicable
368,"Data Analyst/Project Manager in Jersey City, New Jersey | Careers at Harborside",$77K-$132K (Glassdoor est.),3.4,"Sumitomo Mitsui Banking Corporation (SMBC)
3.4","Jersey City, NJ",NJ,"Tokyo, Japan",10000+ employees,1996,Investment Banking & Asset Management,Finance,$10+ billion (USD)
369,Senior Financial Analyst - Enterprise Data,$98K-$114K (Glassdoor est.),3.2,"Geller & Company
3.2","New York, NY",NY,"New York, NY",501 to 1000 employees,1984,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
370,Data Analyst with Data Lineage/Rochade,$98K-$114K (Glassdoor est.),4,"Reliable Software Resources
4.0","Florham Park, NJ",NJ,"Northville, MI",501 to 1000 employees,2004,IT Services,Information Technology,$50 to $100 million (USD)
371,Senior Market Data Content Acquisition/Procurement Analyst,$98K-$114K (Glassdoor est.),2.8,"Intercontinental Exchange, Inc.
2.8","New York, NY",NY,"Atlanta, GA",1001 to 5000 employees,2000,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
372,Sr. Specialist Reporting Data Analyst /Engineer - Cloud,$98K-$114K (Glassdoor est.),3.2,"The Bank of New York Mellon
3.2","Florham Park, NJ",NJ,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management,Finance,$10+ billion (USD)
373,"Senior Business Analyst, Data Management",$98K-$114K (Glassdoor est.),3.4,"Plymouth Rock Assurance
3.4","Woodbridge, NJ",NJ,"Boston, MA",1001 to 5000 employees,1982,Insurance Carriers,Insurance,$10 to $25 million (USD)
374,Data Science Analyst II - Mount Sinai Health Partners,$98K-$114K (Glassdoor est.),3.4,"Mount Sinai Health System
3.4","New York, NY",NY,"New York, NY",10000+ employees,2013,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
375,NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),3.5,"SAT Healthcare
3.5","New York, NY",NY,"Santa Clara, CA",201 to 500 employees,2002,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
376,Data Analyst,$98K-$114K (Glassdoor est.),3.3,"Atrium Staffing
3.3","Parsippany, NJ",NJ,"New York, NY",51 to 200 employees,1995,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
377,Technical Business Analyst with Retail Banking and Large Data Program,$98K-$114K (Glassdoor est.),3.7,"eTeam Inc.
3.7","New York, NY",NY,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
378,Principal Sales Operations Analyst - Oracle Data Cloud,$98K-$114K (Glassdoor est.),3.6,"Oracle
3.6","New York, NY",NY,"Redwood City, CA",10000+ employees,1977,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
379,QA Production Data Analyst,$98K-$114K (Glassdoor est.),2.7,"Metroplus Health Plan
2.7","New York, NY",NY,"New York, NY",1001 to 5000 employees,1985,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
380,JPSC-7462 - Data Analyst Lead - Sr. Tableau Lead,$98K-$114K (Glassdoor est.),4.5,"Avani Technology Solutions
4.5","Whippany, NJ",NJ,"Rochester, NY",501 to 1000 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
381,Data Services Lead Analyst,$98K-$114K (Glassdoor est.),2.5,"Primesoft
2.5","New York, NY",NY,"LISBOA, Portugal",1 to 50 employees,-1,IT Services,Information Technology,Less than $1 million (USD)
382,"Sr Data Analyst, Go-Live",$98K-$114K (Glassdoor est.),4.4,"Riskified
4.4","New York, NY",NY,"New York, NY",501 to 1000 employees,2013,Research & Development,Business Services,Unknown / Non-Applicable
383,Data Analyst III- SAS req'd,$98K-$114K (Glassdoor est.),-1,IPro.org,"Great Neck, NY",NY,-1,-1,-1,-1,-1,-1
384,Senior Healthcare Data Analyst,$98K-$114K (Glassdoor est.),4.3,"Cecelia Health
4.3","New York, NY",NY,"New York, NY",51 to 200 employees,2009,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
385,Regulatory Risk Management Data Analytics and Reporting Analyst,$98K-$114K (Glassdoor est.),5,"Creative Data Resources
5.0","New York, NY",NY,"New York, NY",1 to 50 employees,1992,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
386,NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),4.4,"Systemart LLC
4.4","New York, NY",NY,"Parsippany, NJ",1 to 50 employees,-1,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
387,"Specialist, Data and Reporting Analyst - IT Change Management",$98K-$114K (Glassdoor est.),3.2,"The Bank of New York Mellon
3.2","Florham Park, NJ",NJ,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management,Finance,$10+ billion (USD)
388,Datastage Developer/Consultant/IBM Websphere Datastage Developer(ETL Data Analyst)-Only Local to NY/,$98K-$114K (Glassdoor est.),4.8,"TechProjects
4.8","Jersey City, NJ",NJ,"North Brunswick, NJ",1 to 50 employees,2011,IT Services,Information Technology,Unknown / Non-Applicable
389,Data Analyst III- SAS req'd,$98K-$114K (Glassdoor est.),3,"IPRO
3.0","Lake Success, NY",NY,"N New Hyde Park, NY",201 to 500 employees,1984,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
390,Data Warehouse systems analyst,$98K-$114K (Glassdoor est.),5,"ITech Recruiting
5.0","New York, NY",NY,"Shepton Mallet, United Kingdom",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
391,TX Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),3.4,"RN Staff
3.4","New York, NY",NY,"Westfield, IN",Unknown,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
392,NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),4.2,"Abacus Service Corporation
4.2","New York, NY",NY,"Southfield, MI",501 to 1000 employees,2004,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
393,Sr. Data Analyst - RWE,$98K-$114K (Glassdoor est.),4.2,"CyberCoders
4.2","Hoboken, NJ",NJ,"Irvine, CA",201 to 500 employees,1999,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
394,Data Migration Lead/ Analyst (migration of data to the new target system),$98K-$114K (Glassdoor est.),3.4,"TECHNOCRAFT Solutions
3.4","New York, NY",NY,"Hilliard, OH",1 to 50 employees,-1,Advertising & Marketing,Business Services,$1 to $5 million (USD)
395,Senior Data Analytics Solutions Analyst,$98K-$114K (Glassdoor est.),3.1,"Praescient Analytics
3.1","New York, NY",NY,"Alexandria, VA",51 to 200 employees,2011,Consulting,Business Services,$10 to $25 million (USD)
396,Technical Analyst - Access/Identity Data Security,$98K-$114K (Glassdoor est.),-1,C&G Consulting Services,"Hoboken, NJ",NJ,-1,-1,-1,-1,-1,-1
397,Data Analyst - Cardiac Cath Lab,$98K-$114K (Glassdoor est.),3.7,"RWJBarnabas Health
3.7","West Orange, NJ",NJ,"West Orange, NJ",10000+ employees,1982,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
398,Data Quality Management Analyst,$98K-$114K (Glassdoor est.),4,"Reliable Software Resources
4.0","New York, NY",NY,"Northville, MI",501 to 1000 employees,2004,IT Services,Information Technology,$50 to $100 million (USD)
399,"Business Analyst (SQL/SQL TOAD, Excel, XML, X12, HL7 messaging, data quality analysis)",$48K-$96K (Glassdoor est.),4.3,"MVP Consulting Plus Inc
4.3","New York, NY",NY,"Albany, NY",201 to 500 employees,-1,Consumer Products Manufacturing,Manufacturing,$5 to $10 million (USD)
400,Senior Teradata Developer / Data Analyst,$48K-$96K (Glassdoor est.),3.8,"Capgemini
3.8","Jersey City, NJ",NJ,"Paris, France",10000+ employees,1967,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
401,Data & Interface Analyst,$48K-$96K (Glassdoor est.),2.4,"Centers Plan for Healthy Living
2.4","Staten Island, NY",NY,"Staten Island, NY",501 to 1000 employees,-1,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
402,NY Healthcare Data/Reporting Analyst,$48K-$96K (Glassdoor est.),3.4,"RN Staff
3.4","New York, NY",NY,"Westfield, IN",Unknown,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
403,Healthcare Senior Data Analyst - HEDIS,$48K-$96K (Glassdoor est.),-1,Village Care,"New York, NY",NY,"Durham, United Kingdom",Unknown,-1,-1,-1,Unknown / Non-Applicable
404,Data Analyst (Must have PL/SQL and Healthcare background),$48K-$96K (Glassdoor est.),-1,Clear Technology Consulting,"New York, NY",NY,-1,-1,-1,-1,-1,-1
405,Data Analyst / IT Data & Business Intelligence,$48K-$96K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Harrison, NY",NY,"Plainsboro, NJ",1 to 50 employees,-1,Accounting,Accounting & Legal,Less than $1 million (USD)
406,Sr. Specialist Reporting Data Analyst -Technology,$48K-$96K (Glassdoor est.),3.2,"BNY Mellon
3.2","Florham Park, NJ",NJ,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management,Finance,$10+ billion (USD)
407,Sr. Programmer Analyst - Big Data,$48K-$96K (Glassdoor est.),3.3,"Norgate Technology Inc
3.3","Jersey City, NJ",NJ,"Garden City, NY",51 to 200 employees,1993,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
408,Senior Data Analyst - FHC - Family Support Center,$48K-$96K (Glassdoor est.),-1,NYU Family Health Centers,"Brooklyn, NY",NY,-1,-1,-1,-1,-1,-1
409,Data Analyst â Junior,$48K-$96K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","New York, NY",NY,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
410,Sr. Principal Metrics Analyst- Data Scientist,$48K-$96K (Glassdoor est.),3.2,"The Bank of New York Mellon
3.2","New York, NY",NY,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management,Finance,$10+ billion (USD)
411,Product & Pricing Data Analyst,$48K-$96K (Glassdoor est.),3.1,"HomeBridge Financial Services
3.1","Iselin, NJ",NJ,"Iselin, NJ",1001 to 5000 employees,1989,Lending,Finance,$10+ billion (USD)
412,SAP Data Analyst,$48K-$96K (Glassdoor est.),3.9,"Sharp Electronics Corporation
3.9","Montvale, NJ",NJ,"Montvale, NJ",1001 to 5000 employees,1962,IT Services,Information Technology,$1 to $2 billion (USD)
413,"Senior Data Analyst (E-commerce, Marketing)",$48K-$96K (Glassdoor est.),-1,JR Cigar/MC Management,"Whippany, NJ",NJ,-1,-1,-1,-1,-1,-1
414,Clinical Data Designer (Sr. SDTM Programmer/Analyst),$48K-$96K (Glassdoor est.),2.5,"Avacend, Inc.
2.5","Woodcliff Lake, NJ",NJ,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
415,Senior Data Analytics Solutions Analyst with Security Clearance,$48K-$96K (Glassdoor est.),3.1,"Praescient Analytics
3.1","New York, NY",NY,"Alexandria, VA",51 to 200 employees,2011,Consulting,Business Services,$10 to $25 million (USD)
416,"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",$48K-$96K (Glassdoor est.),4.5,"Avani Technology Solutions
4.5","Brooklyn, NY",NY,"Rochester, NY",501 to 1000 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
417,Senior Billing Data Analyst,$48K-$96K (Glassdoor est.),3.2,"Care Design New York
3.2","Bronx, NY",NY,"Albany, NY",1001 to 5000 employees,2018,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
418,Master Data Analyst,$48K-$96K (Glassdoor est.),4.4,"ACT Consulting
4.4","Parsippany, NJ",NJ,"London, United Kingdom",1 to 50 employees,-1,Consulting,Business Services,Unknown / Non-Applicable
419,Sr. Data Analyst,$48K-$96K (Glassdoor est.),3.8,"TekniSMart Solutions
3.8","Franklin Lakes, NJ",NJ,"Plano, TX",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
420,"Senior Functional Analyst SAP Data design, SD/MM/PP",$48K-$96K (Glassdoor est.),3.4,"EVERSANA
3.4","New York, NY",NY,"Chicago, IL",1001 to 5000 employees,2018,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
421,Data Analyst,$26K-$47K (Glassdoor est.),-1,HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,"Salt Lake City, UT",UT,"South Salt Lake, UT",51 to 200 employees,-1,Municipal Governments,Government,Unknown / Non-Applicable
422,Data Analyst,$26K-$47K (Glassdoor est.),2,"CAO Group, INC
2.0","West Jordan, UT",UT,"West Jordan, UT",51 to 200 employees,-1,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD)
423,Data Analyst,$26K-$47K (Glassdoor est.),4.2,"University of Utah
4.2","Salt Lake City, UT",UT,"Salt Lake City, UT",10000+ employees,1850,Colleges & Universities,Education,$2 to $5 billion (USD)
424,Data Analyst,$26K-$47K (Glassdoor est.),3.6,"Paladin Consulting Inc
3.6","Salt Lake City, UT",UT,"Dallas, TX",501 to 1000 employees,1983,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
425,Data Analyst,$26K-$47K (Glassdoor est.),4.3,"SunTechPros, Inc.
4.3","Salt Lake City, UT",UT,"Morrisville, NC",1 to 50 employees,-1,Consulting,Business Services,$1 to $5 million (USD)
426,Data Analyst,$26K-$47K (Glassdoor est.),4,"SGI Global, LLC
4.0","Salt Lake City, UT",UT,"Alexandria, VA",501 to 1000 employees,-1,-1,-1,Unknown / Non-Applicable
427,Data Engineer / Data Analyst,$26K-$47K (Glassdoor est.),4.3,"HCL Global Systems
4.3","Salt Lake City, UT",UT,"Farmington Hills, MI",10000+ employees,-1,Consulting,Business Services,$50 to $100 million (USD)
428,Junior Data Analyst,$26K-$47K (Glassdoor est.),4.1,"Abnormal Security
4.1","Lehi, UT",UT,"San Francisco, CA",51 to 200 employees,2018,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
429,Data Analyst,$26K-$47K (Glassdoor est.),4.5,"Vimerse
4.5","Salt Lake City, UT",UT,"Sugar Land, TX",51 to 200 employees,2011,-1,-1,Unknown / Non-Applicable
430,Data Analyst : 20,$26K-$47K (Glassdoor est.),4.6,"Akraya Inc.
4.6","Salt Lake City, UT",UT,"Santa Clara, CA",51 to 200 employees,2001,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
431,Data Intelligence - Product Data Quality Analyst (DE - RefData) - Data as a Service,$26K-$47K (Glassdoor est.),4,"Goldman Sachs
4.0","Salt Lake City, UT",UT,"New York, NY",10000+ employees,1869,Investment Banking & Asset Management,Finance,$10+ billion (USD)
432,Data Engineer/Data Analyst (REMOTE/Eventually Onsite),$26K-$47K (Glassdoor est.),4.1,"Idexcel Inc.
4.1","Salt Lake City, UT",UT,"Herndon, VA",501 to 1000 employees,1998,IT Services,Information Technology,Unknown / Non-Applicable
433,Data Engineer/Analyst,$26K-$47K (Glassdoor est.),3.6,"SPECTRAFORCE TECHNOLOGIES Inc.
3.6","Salt Lake City, UT",UT,"Raleigh, NC",501 to 1000 employees,2000,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
434,Quality Data Analyst,$26K-$47K (Glassdoor est.),2.6,"Easton Technical Products
2.6","Salt Lake City, UT",UT,"Salt Lake City, UT",201 to 500 employees,-1,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD)
435,Technical Data Analyst/Architect,$26K-$47K (Glassdoor est.),3,"CIVICA INC
3.0","Lehi, UT",UT,"Vaughan, Canada",1 to 50 employees,-1,-1,-1,Less than $1 million (USD)
436,Data Governance Analyst II,$26K-$47K (Glassdoor est.),3.6,"ENERBANK USA
3.6","Salt Lake City, UT",UT,"Salt Lake City, UT",1 to 50 employees,-1,-1,-1,$100 to $500 million (USD)
437,Big Data Analyst,$26K-$47K (Glassdoor est.),2.9,"VED Software Services, Inc.
2.9","Salt Lake City, UT",UT,"Farmington Hills, MI",51 to 200 employees,1995,IT Services,Information Technology,$5 to $10 million (USD)
438,Senior Data Analyst,$26K-$47K (Glassdoor est.),3.4,"Ascential
3.4","Salt Lake City, UT",UT,"London, United Kingdom",1001 to 5000 employees,1947,Internet,Information Technology,$100 to $500 million (USD)
439,Data Analyst,$26K-$47K (Glassdoor est.),-1,Artius Solutions,"Salt Lake City, UT",UT,-1,-1,-1,-1,-1,-1
440,"Data Analyst at Salt Lake City, UT",$26K-$47K (Glassdoor est.),4.5,"Vimerse
4.5","Salt Lake City, UT",UT,"Sugar Land, TX",51 to 200 employees,2011,-1,-1,Unknown / Non-Applicable
441,Senior Data Analyst,$26K-$47K (Glassdoor est.),3.8,"F5 Networks
3.8","Draper, UT",UT,"Seattle, WA",5001 to 10000 employees,1996,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
442,Data Scientist/Analyst - Noke,$26K-$47K (Glassdoor est.),2.7,"Janus International Group, LLC
2.7","Lehi, UT",UT,"Temple, GA",501 to 1000 employees,2001,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD)
443,Data Analyst - W2 candidate,$26K-$47K (Glassdoor est.),3.3,"ClientSolv Technologies
3.3","American Fork, UT",UT,"Greenwood Village, CO",51 to 200 employees,1994,IT Services,Information Technology,$10 to $25 million (USD)
444,Senior Data Analyst,$26K-$47K (Glassdoor est.),-1,DrangKro Aerospace,"Salt Lake City, UT",UT,-1,-1,-1,-1,-1,-1
445,Marketing Coordinator / Data Analyst,$26K-$47K (Glassdoor est.),-1,POPi/o Mobile Video Cloud,"Sandy, UT",UT,-1,-1,-1,-1,-1,-1
446,Senior Data Analyst,$26K-$47K (Glassdoor est.),5,"Resiliency LLC
5.0","Salt Lake City, UT",UT,"Stamford, CT",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
447,Financial Data Analyst,$26K-$47K (Glassdoor est.),3.5,"Vivint Solar
3.5","Lehi, UT",UT,"Lehi, UT",1001 to 5000 employees,2011,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
448,Special Operations (LREC) Incentives and Proficiency Data Analyst,$26K-$47K (Glassdoor est.),3.5,"YORKTOWN SYSTEMS GROUP INC
3.5","Riverton, UT",UT,"Huntsville, AL",501 to 1000 employees,-1,Consulting,Business Services,$5 to $10 million (USD)
449,Senior Data Analyst,$26K-$47K (Glassdoor est.),4.1,"Shape Security
4.1","Draper, UT",UT,"Mountain View, CA",51 to 200 employees,2011,IT Services,Information Technology,Unknown / Non-Applicable
450,a. Senior Data and Business Analyst,$31K-$59K (Glassdoor est.),4,"Connor Group
4.0","Salt Lake City, UT",UT,"Santa Clara, CA",201 to 500 employees,2006,Accounting,Accounting & Legal,$25 to $50 million (USD)
451,Fund Data Analyst,$31K-$59K (Glassdoor est.),3.5,"Vivint Solar
3.5","Lehi, UT",UT,"Lehi, UT",1001 to 5000 employees,2011,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
452,Sr Python Data Analyst(no c2c) contract w2 only,$31K-$59K (Glassdoor est.),2.9,"VED Software Services, Inc.
2.9","Salt Lake City, UT",UT,"Farmington Hills, MI",51 to 200 employees,1995,IT Services,Information Technology,$5 to $10 million (USD)
453,TX Healthcare Data/Reporting Analyst,$31K-$59K (Glassdoor est.),4.2,"Abacus Service Corporation
4.2","Salt Lake City, UT",UT,"Southfield, MI",501 to 1000 employees,2004,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
454,Data Analyst,$47K-$81K (Glassdoor est.),3.5,"Robert Half
3.5","Reedley, CA",CA,"Menlo Park, CA",10000+ employees,1948,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
455,"Data Analyst, District Office - Accountability Office",$47K-$81K (Glassdoor est.),3.7,"TCOE
3.7","Visalia, CA",CA,"Springville, CA",1 to 50 employees,-1,Preschool & Child Care,Education,$1 to $5 million (USD)
456,Data Analyst (Kings County),$47K-$81K (Glassdoor est.),3.3,"Public Health Foundation Enterprises, In
3.3","Hanford, CA",CA,"City of Industry, CA",1001 to 5000 employees,1968,Social Assistance,Non-Profit,$50 to $100 million (USD)
457,Tactical Data Link (TDL) Analyst,$43K-$69K (Glassdoor est.),4.3,"USfalcon
4.3","Hampton, VA",VA,"Cary, NC",201 to 500 employees,1984,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
458,Data Analyst,$43K-$69K (Glassdoor est.),2.5,"Hampton University
2.5","Hampton, VA",VA,"Hampton, VA",1001 to 5000 employees,1868,Colleges & Universities,Education,$100 to $500 million (USD)
459,Data Science Analyst,$43K-$69K (Glassdoor est.),2.7,"Collins Consulting Inc
2.7","Norfolk, VA",VA,"Schaumburg, IL",201 to 500 employees,1992,Consulting,Business Services,$25 to $50 million (USD)
460,Junior Data Analyst,$43K-$69K (Glassdoor est.),2.7,"Patient Advocate Foundation
2.7","Hampton, VA",VA,"Hampton, VA",51 to 200 employees,1996,Social Assistance,Non-Profit,$50 to $100 million (USD)
461,Junior Data Analyst,$43K-$69K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Hampton, VA",VA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
462,Jr Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA",VA,"Charleston, SC",201 to 500 employees,2000,Architectural & Engineering Services,Business Services,$10 to $25 million (USD)
463,Data Science Analyst,$43K-$69K (Glassdoor est.),3,"NewGen Technologies
3.0","Norfolk, VA",VA,"Duluth, GA",1 to 50 employees,-1,-1,-1,Less than $1 million (USD)
464,Data Analyst,$43K-$69K (Glassdoor est.),1,"Bluemont Technology & Research, Inc.
1.0","Norfolk, VA",VA,"Mc Lean, VA",1 to 50 employees,-1,-1,-1,$1 to $5 million (USD)
465,Data Analyst,$43K-$69K (Glassdoor est.),3.5,"ForKids, inc
3.5","Norfolk, VA",VA,"Norfolk, VA",51 to 200 employees,-1,Social Assistance,Non-Profit,$5 to $10 million (USD)
466,Data Analyst,$43K-$69K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Hampton, VA",VA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
467,Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA",VA,"Charleston, SC",201 to 500 employees,2000,Architectural & Engineering Services,Business Services,$10 to $25 million (USD)
468,Data Analyst,$43K-$69K (Glassdoor est.),3.4,"Dunhill Professional Search
3.4","Chesapeake, VA",VA,"Wilmington, NC",1 to 50 employees,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
469,Finance Data Analytics Analyst,$43K-$69K (Glassdoor est.),3.1,"Smithfield
3.1","Smithfield, VA",VA,"Smithfield, VA",10000+ employees,1936,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
470,Business Intelligence/Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),3.8,"Booz Allen Hamilton
3.8","Suffolk, VA",VA,"Mc Lean, VA",10000+ employees,1914,Consulting,Business Services,$5 to $10 billion (USD)
471,Research & Data Analyst,$43K-$69K (Glassdoor est.),1,"EVMS
1.0","Norfolk, VA",VA,"Chennai, India",501 to 1000 employees,1935,Vehicle Dealers,Retail,Unknown / Non-Applicable
472,Metrics & Data Analyst,$43K-$69K (Glassdoor est.),3.5,"Epsilon Systems Solutions, Inc.
3.5","Norfolk, VA",VA,"San Diego, CA",501 to 1000 employees,1998,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD)
473,Tactical Data Link (TDL) Analyst-,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA",VA,"Burlington, MA",1001 to 5000 employees,1997,IT Services,Information Technology,$100 to $500 million (USD)
474,Senior Data Analyst- Secret Clearance-,$43K-$69K (Glassdoor est.),5,"Counter Threat Solutions
5.0","Norfolk, VA",VA,"Reston, VA",51 to 200 employees,2015,Consulting,Business Services,Unknown / Non-Applicable
475,Data Analyst Junior,$43K-$69K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Hampton, VA",VA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
476,HQ Data Analyst,$43K-$69K (Glassdoor est.),3,"ITA International
3.0","Newport News, VA",VA,"Yorktown, VA",201 to 500 employees,-1,Accounting,Accounting & Legal,$10 to $25 million (USD)
477,USMTF Data Analyst,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems
3.8","Hampton, VA",VA,"Burlington, MA",1001 to 5000 employees,1997,IT Services,Information Technology,$100 to $500 million (USD)
478,Mid Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.
4.9","Portsmouth, VA",VA,"Charleston, SC",201 to 500 employees,2000,Architectural & Engineering Services,Business Services,$10 to $25 million (USD)
479,Product Data Business Analyst,$43K-$69K (Glassdoor est.),-1,Ferguson Experienced,"Newport News, VA",VA,-1,-1,-1,-1,-1,-1
480,Retail Data Quality Analyst,$43K-$69K (Glassdoor est.),3.5,"Liberty Source
3.5","Hampton, VA",VA,"Fort Monroe, VA",51 to 200 employees,2014,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
481,USMTF Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems, LLC
3.8","Hampton, VA",VA,"Burlington, MA",1001 to 5000 employees,1997,IT Services,Information Technology,$100 to $500 million (USD)
482,Senior Data Strategy Analyst (SDSA),$43K-$69K (Glassdoor est.),3.2,"National Capitol Contracting (NCC)
3.2","Norfolk, VA",VA,"Mc Lean, VA",51 to 200 employees,2002,Telecommunications Services,Telecommunications,$10 to $25 million (USD)
